U
0.00000
0.05509
0.10314
0.14434
0.17909
0.20806
0.23209
0.25218
0.26921
0.28386
0.29669
0.30826
0.31892
0.32856
0.33698
0.34424
0.35064
0.35624
0.36071
0.36371
0.36530
0.36576
0.36521
0.36357
0.36077
0.35689
0.35207
0.34645
0.34009
0.33307
0.32549
0.31744
0.30903
0.30034
0.29144
0.28242
0.27332
0.26420
0.25509
0.24604
0.23705
0.22816
0.21937
0.21068
0.20208
0.19357
0.18513
0.17676
0.16844
0.16015
0.15190
0.14367
0.13544
0.12722
0.11900
0.11076
0.10252
0.09427
0.08600
0.07772
0.06942
0.06110
0.05278
0.04443
0.03608
0.02771
0.01933
0.01093
0.00251
-0.00592
-0.01437
-0.02284
-0.03133
-0.03985
-0.04840
-0.05698
-0.06560
-0.07425
-0.08295
-0.09170
-0.10049
-0.10935
-0.11825
-0.12722
-0.13624
-0.14533
-0.15447
-0.16367
-0.17293
-0.18223
-0.19158
-0.20097
-0.21039
-0.21984
-0.22930
-0.23880
-0.24831
-0.25787
-0.26750
-0.27724
-0.28716
-0.29735
-0.30792
-0.31903
-0.33082
-0.34347
-0.35716
-0.37202
-0.38813
-0.40545
-0.42379
-0.44273
-0.46158
-0.47935
-0.49473
-0.50613
-0.51173
-0.50967
-0.49826
-0.47621
-0.44296
-0.39888
-0.34543
-0.28507
-0.22118
-0.15764
-0.09792
-0.04474
0.00000
