0.000000	0.000000
-0.08186	0.0547
-0.09266	0.0625
-0.10338	0.0703
-0.14612	0.1016
-0.24299	0.1719
-0.32726	0.2813
-0.17119	0.4531
-0.11477	0.5000
0.02135		0.6172
0.16256		0.7344
0.29093 	0.8516
0.55892 	0.9531
0.61756 	0.9609
0.68439 	0.9688
0.75837 	0.9766
1.000000	1.000000
