0.000000	0.000000
-0.18109	0.0547
-0.20196	0.0625
-0.22220	0.0703
-0.29730	0.1016
-0.38289	0.1719
-0.27805	0.2813
-0.10648	0.4531
-0.06080	0.5000
0.057020	0.6172
0.187190	0.7344
0.333040	0.8516
0.466040	0.9531
0.511170	0.9609
0.574920	0.9688
0.659280	0.9766
1.000000	1.000000
